Tipo de dato;Agregados macroeconómicos;Niveles y tasas;Periodo;Total
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2007T2;72,992
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2007T1;75,400
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2006T4;82,710
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2006T3;80,960
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2006T2;81,516
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2006T1;84,719
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2005T4;78,346
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2005T3;77,050
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2005T2;82,572
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2005T1;78,062
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2004T4;75,229
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2004T3;71,076
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2004T2;70,645
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2004T1;67,701
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2003T4;68,669
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2003T3;70,609
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2003T2;68,536
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2003T1;73,799
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2002T4;67,145
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2002T3;67,165
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2002T2;75,423
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2002T1;67,307
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2001T4;80,059
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2001T3;81,777
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2001T2;83,342
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2001T1;83,101
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2000T4;83,694
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2000T3;89,336
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2000T2;87,038
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;2000T1;90,393
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1999T4;66,055
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1999T3;69,566
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1999T2;70,153
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1999T1;81,009
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1998T4;67,001
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1998T3;73,017
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1998T2;73,104
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1998T1;70,052
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1997T4;74,765
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1997T3;58,257
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1997T2;58,279
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1997T1;53,223
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1996T4;61,891
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1996T3;69,183
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1996T2;57,042
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1996T1;60,560
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1995T4;
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1995T3;
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1995T2;
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;Variación anual;1995T1;
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2021T2;8.241
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2021T1;7.018
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2020T4;11.417
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2020T3;7.256
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2020T2;9.665
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2020T1;6.981
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2019T4;10.628
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2019T3;6.858
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2019T2;8.129
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2019T1;6.672
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2018T4;10.457
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2018T3;6.545
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2018T2;8.991
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2018T1;7.188
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2017T4;10.551
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2017T3;6.711
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2017T2;8.323
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2017T1;6.814
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2016T4;9.694
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2016T3;6.588
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2016T2;8.415
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2016T1;6.777
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2015T4;9.61
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2015T3;6.182
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2015T2;7.67
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2015T1;6.014
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2014T4;7.958
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2014T3;5.564
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2014T2;6.971
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2014T1;5.686
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2013T4;8.585
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2013T3;5.526
Datos no ajustados de estacionalidad y calendario;VABpb Agricultura, ganadería, silvicultura y pesca (A, CNAE 2009);Dato base;2013T2;7.333
